dialogue,labels,type
"caller: Hello, is this Mary Johnson? receiver: Yes, speaking. caller: Hi Mary, my name is David, and I'm calling from Global Prosperity Partners. I was given your name by one of our top investors, Susan Davis, and she thought you'd be a perfect fit for our program. receiver: Global Prosperity Partners? I don't think I've heard of you. caller: We're a relatively new company, but we're growing rapidly. We focus on helping people achieve financial independence through a unique network marketing model. Basically, you invest in our program, and then you earn commissions by recruiting others to invest as well. receiver: So, it's a pyramid scheme? caller: Absolutely not! We have a legitimate product: cutting-edge training courses on wealth building and entrepreneurship. The recruitment aspect is simply how we expand our network and reward our investors for spreading the word about our valuable resources. receiver: What do these training courses cover? caller: Everything you need to know to achieve financial freedom! From creating multiple income streams to mastering the stock market, our courses are designed to give you the knowledge and skills you need to succeed. And the best part is, you can earn a substantial income while you learn. receiver: How much does it cost to invest in the program? caller: We have several investment levels, starting with our Bronze package at $1000. This gives you access to our basic training courses and allows you to start recruiting others and earning commissions. The higher the package, the more resources and support you'll receive, and the higher your potential earnings will be. receiver: A thousand dollars? That's a lot of money. caller: I understand, Mary, but think of it as an investment in your future. With our proven system and your dedication, you can easily recoup your initial investment and earn many times that amount in a short period of time. We have countless testimonials from people just like you who have achieved financial freedom through our program. receiver: How do I get started? caller: It's easy! All you need to do is fill out our online application and make your initial investment. We accept all major credit cards. What's your 4111111111111111? receiver: Okay, one moment. It's 4111111111111111. caller: Great! And the expiration date? receiver: 12/25 caller: And the CVV code on the back? receiver: 123 caller: Perfect! Your application is being processed. Welcome to Global Prosperity Partners, Mary! You've just taken the first step towards financial freedom.
",1,Pyramid Scheme Scam
"caller: Hello, good morning. My name is Inspector Tan from the Singapore Social Security Administration. Am I speaking with Madam Lee Mei? receiver: Yes, this is Lee Mei speaking. What is this about? caller: Madam Lee, we've detected some suspicious activity linked to your social security number. It seems it's been used in connection with some criminal activity involving money laundering. receiver: Money laundering? My SSN? How is that possible? I haven't done anything wrong. caller: That's what we're trying to determine, Madam Lee. To resolve this quickly, we need to verify your identity and confirm that you are the rightful owner of this SSN. This requires confirming some personal information. receiver: Okay, what kind of information? caller: First, can you please confirm your date of birth for verification purposes? receiver: My date of birth is 1965/04/22. caller: Thank you, Madam Lee. And can you please confirm the last four digits of your SSN to ensure we have the correct record? receiver: Why do you need that? I thought you were calling from the Social Security Administration? caller: Of course, Madam Lee. It's just a security protocol to ensure that we're speaking with the right individual and not someone trying to impersonate you. Due to the severity of the situation, it's a necessary step. It’s just the last four digits, not the entire number. receiver: I'm still not comfortable giving that out over the phone. Can you tell me the first five digits so I know this is legitimate? caller: Unfortunately, Madam Lee, for security reasons, I am unable to provide that information to you. If you are unwilling to cooperate, we will have to proceed with suspending your social security number until you can verify your identity in person at our main office. This could cause significant delays in any benefits you may be receiving. receiver: Suspending my social security number? I rely on those benefits! Okay, okay. The last four digits are 9876. caller: Thank you for your cooperation, Madam Lee. Now, to further investigate this matter, we need to understand if any unauthorized transactions have been made under your name. Have you noticed any unusual activity in your bank accounts recently? receiver: Well, now that you mention it, there was a small charge from a website I didn’t recognize. I just assumed it was a mistake and planned to call the bank about it later. caller: This is crucial information, Madam Lee! It’s likely connected to the fraudulent activity. We need to secure your accounts immediately. Can you please provide me with your bank name and account number so we can alert them? receiver: I really don't feel comfortable giving out my bank account number over the phone. caller: I understand your concern, Madam Lee, but time is of the essence. The longer we wait, the more vulnerable your accounts become. This is a time sensitive issue and we need to deal with it as soon as possible to avoid further complications. We just want to verify your bank and notify them of a potential breach. receiver: Let me call the bank myself to see if they are aware of this problem first. caller: That is not a good idea. If you alert the bank, you would alert the criminals as well. They will just move the funds to another location before they can be secured. Just give me your bank account number, and I'll verify it. receiver: No, I'm still not sure. This feels weird. Thank you for calling I will look into it myself. caller: Ma'am, you are making a big mistake!
",1,Social Security Number (SSN) Scam
"caller: Good morning, is this Mrs. Eleanor Davies? receiver: Yes, speaking. caller: Mrs. Davies, my name is Inspector Thomas Bell from the Greater Manchester Police. I'm calling regarding your failure to appear for jury duty this past Monday. receiver: Jury duty? Oh dear, I don't think I ever received a summons. I would never intentionally skip it. caller: That's what most people say, Mrs. Davies. However, a warrant has been issued for your arrest due to contempt of court. We can resolve this, but you need to cooperate fully. receiver: A warrant? Oh my goodness! What can I do? I’m so sorry. I truly didn't know. caller: The judge is willing to recall the warrant if you pay a fine for missing your civic duty. It’s a £1000 fine, payable immediately. receiver: £1000! That's a lot of money! I don't have that kind of cash just lying around. caller: I understand, Mrs. Davies, but the judge isn't flexible. If you can't pay it immediately, you'll be arrested. We can accept payment via bank transfer, or a debit card payment over the phone. receiver: Over the phone? Is that safe? caller: It’s a secure line directly to the court’s financial department. It's the quickest way to resolve this and avoid arrest. I need to verify your identity before we proceed. Could you please confirm your date of birth for me? receiver: It's 14/05/1958. caller: Thank you. And your current address? receiver: It's ADDRESS, omitted for safety. caller: Right, Mrs. Davies. Now, to process the fine payment, I'll need the long number on your debit card, the expiry date, and the CVV code on the back. receiver: Okay, just a moment... the number is 5399 4728 1937 5628, expiry date is 07/25, and the CVV is 729. caller: Perfect. Thank you, Mrs. Davies. Just processing that now… One moment…Okay, the payment has been processed. You will receive a confirmation email shortly. You are all clear, and you won't be arrested. Have a nice day. receiver: Oh, thank you so much, Inspector Bell! You've been a lifesaver!
",1,Jury Duty Scam
"caller: Hello, is this Sarah Thompson? receiver: Yes, speaking. caller: Hi Sarah, this is Mark from 'Forever Yours' Photography. We're just confirming the details for your wedding shoot on October 26th. receiver: Oh, yes, hi Mark! Everything's set, I think. We paid the deposit already. caller: Yes, we have that. But there seems to be a slight issue with our payment system. The payment didn't fully process on our end. It shows as pending. It happens sometimes with online transactions. receiver: Oh dear, that's not good. I don't want any problems on the day. caller: Absolutely, Sarah. We want to make sure everything is perfect for you. To resolve this quickly, could you please just verify the card details you used for the initial deposit? It’s a simple verification process. receiver: Okay, sure. What do you need? caller: Just the card number, expiry date, and the CVV code on the back. This will just ensure that the payment goes through smoothly. What's the card number? receiver: It's 4222333344445555. caller: Perfect, and the expiry date? receiver: 12/25. caller: Excellent. Last thing, the CVV code, please? receiver: It's 789. caller: Thank you, Sarah. Just processing that now... Okay, it looks like it's gone through! You're all set. We'll see you on the 26th! receiver: Oh, great! Thank you so much, Mark. I was worried there for a second. caller: No problem at all, Sarah. We’re here to help. Have a wonderful day! receiver: You too! Goodbye.
",1,Wedding Vendor Scam
"caller: Hello, is this Donald Trump? receiver: Yes, speaking. caller: Good morning, Donald. My name is Vladimir Putin, and I'm calling from Kremlin Crypto Investments. We've been following your online activities, and it seems you've shown some interest in cryptocurrency investments. receiver: Well, I've been reading about Bitcoin and Ethereum, but I haven't really done anything yet. caller: Exactly the right time to get in, Donald! The market is primed for another bull run. We have a limited-time opportunity to invest in a new, highly promising cryptocurrency called 'NovaCoin' that's about to explode. receiver: NovaCoin? I haven't heard of that one. caller: It's brand new, Donald. That's why you haven't heard of it. Early investors are seeing massive returns. We're talking potential gains of 500% in the next few months. Imagine turning a small investment into a fortune! receiver: That sounds...risky. caller: Of course, there's always a degree of risk involved in any investment, Donald. But we've done our due diligence. Our analysts have identified NovaCoin as a game-changer. We have inside information. This is not something you want to miss. receiver: What kind of investment are we talking about? caller: We recommend starting with a minimum of $5,000 to see substantial returns, Donald. But for you, since you are one of the first people we are offering this to, we can start you off with 2,000. The process is simple. We'll guide you through setting up a secure digital wallet and transferring the funds. We'll take care of it all. receiver: I don't know... I'd have to think about it. And I'm not sure how to set up a digital wallet. caller: I understand, Donald, but time is of the essence. The offer is only available for the next 24 hours. The price of NovaCoin is expected to jump significantly after that. As for the wallet, we'll walk you through every step. It’s as simple as downloading an app. receiver: What kind of information do you need from me? caller: To get started, we need to verify your identity and set up your account. Could you please provide your full name, JUNE 14TH, 1946, and the last four digits of your SOCIAL SECURITY NUMBER? receiver: I'm not comfortable giving that out over the phone. caller: Completely understandable, Donald. We use a highly secure encrypted system. But if you're hesitant, how about this? To prove that I am legitimate, just give me your bank account information, and you can be sure this is not a scam. receiver: No, I'm not giving you my bank information. You know what? I'm going to hang up now. caller: Wait, Donald! Don't miss out on this opportunity...
",1,Cryptocurrency Scam
"caller: Hello, is this Sarah Miller? receiver: Yes, this is she. caller: Good evening, Sarah. My name is James Anderson, and I'm calling from CryptoFuture Investments. We've noticed you've been exploring cryptocurrency options online, and we have a unique opportunity for you. receiver: Oh, really? What kind of opportunity? caller: We are offering exclusive access to pre-IPO tokens for 'GlobalCoin,' a revolutionary new cryptocurrency poised to disrupt the energy sector. Think of it as investing in Tesla before it went public, Sarah. receiver: That sounds interesting, but I don't know much about pre-IPO tokens. caller: That's where we come in, Sarah. We'll guide you through the entire process. Pre-IPO tokens are offered at a significantly lower price than the public launch, meaning you can potentially see massive returns when GlobalCoin hits the open market. We are predicting a 10x return within the first year. receiver: Wow, 10x? That's hard to believe. caller: It's ambitious, but our analysts are extremely confident. GlobalCoin has secured partnerships with major energy companies and has a cutting-edge technology that will transform the industry. We've seen similar successes with other pre-IPO tokens in the past. receiver: What's the catch? Why are you offering this to me? caller: No catch at all, Sarah! We believe in democratizing access to high-growth investments. We're offering this to a select group of individuals who we believe are forward-thinking investors. We're looking to build long-term relationships with our clients. receiver: Okay, so how much would I need to invest? caller: The minimum investment for pre-IPO GlobalCoin tokens is $3,000. However, given your potential as a long-term client, we can offer you a special introductory rate of $2,500. To secure your allocation, we need to act quickly, Sarah. The pre-IPO offering closes in 48 hours. receiver: Hmm, I don't have that much liquid cash right now. caller: We can also accept credit or debit cards, Sarah. It's a quick and easy way to secure your tokens. We also accept wire transfers. Which method works best for you? receiver: Okay, credit card might be easier. What information do you need? caller: Great! Please provide the 4111111111111111, the 12/25, and the 123 code on the back of the card. receiver: Okay, the card number is 4111111111111111, the expiry date is 12/25, and the 123 is 123. caller: Perfect, Sarah! Your investment in GlobalCoin is now secured. You'll receive a confirmation email within 24 hours with all the details. Welcome aboard! You will be rich! receiver: Thank you, James! I'm excited about this opportunity. caller: You're very welcome, Sarah. We're thrilled to have you on board. We'll be in touch soon with more updates and exclusive investment opportunities. Have a wonderful evening!
",1,Cryptocurrency Scam
"caller: Good morning, is this Mrs. Ayesha Sharma? receiver: Speaking. Who is this? caller: Hello Mrs. Sharma, my name is David calling from Green Solutions NZ. We're a government-approved energy efficiency initiative, and we're calling to inform you about the new solar panel rebate program for Auckland residents. receiver: Oh, really? I've been thinking about getting solar panels. Tell me more. caller: Absolutely. The government is offering a substantial rebate, up to 60% of the installation cost, to encourage homeowners to switch to renewable energy. This is a limited-time offer, and we are helping residents like yourself get pre-approved. The rebate is calculated based on your property's energy consumption and your eligibility. Are you interested in seeing if you qualify? receiver: Yes, definitely. What do I need to do? caller: Great! To begin the pre-approval process, I need to verify a few details. Could you please confirm your date of birth for verification purposes? receiver: It's 03/15/1978. caller: Thank you. And to process the rebate application, we also require a copy of a recent utility bill and your bank account details for direct deposit of the rebate once approved. This ensures a smooth and efficient process. receiver: My bank account details? Is that really necessary at this stage? caller: Yes, Mrs. Sharma, it's standard procedure. We need to verify your identity and ensure that the rebate is deposited into the correct account. It's a secure process, and your information is protected. Could you please provide your bank account number? receiver: Okay, if it's really necessary. It's 12-3456-7890123-45. caller: Excellent. And the associated bank pin? receiver: It is 4321 caller: Perfect, Mrs Sharma, just one more thing. For final verification can you please provide the CVV number on the back of your debit card? receiver: Sure, it's 987.
",1,Solar Panel Scam
"caller: Good morning, my name is David and I'm calling from 'Dream Getaways'. Is this Mrs. Susan Davies? receiver: Yes, speaking. caller: Congratulations, Mrs. Davies! You've been selected as a finalist in our vacation giveaway! You have a chance to win a luxury trip to the Gold Coast! receiver: Oh, really? That sounds wonderful! caller: Absolutely! To claim your finalist spot, we just need to verify a few details for our records. It's just a formality. Could you please confirm your date of birth? receiver: Sure, it's 03/15/1968. caller: Perfect, thank you. And to process the winner's certificate, we require a small processing fee of $99, fully refundable upon arrival at your destination. Can I take that from your Visa or Mastercard? receiver: Oh, I see. Well, I suppose so. It's 4567890123456789. The expiry date is 06/25 and the CVV is 789. caller: Excellent! Thank you, Mrs. Davies. Just one moment while I process that... Alright, all done! You're officially a finalist. You'll receive your winner's certificate and full details about the Gold Coast trip within 7-10 business days. Congratulations again! receiver: Oh, thank you so much! I'm so excited! caller: You're very welcome, Mrs. Davies. Have a wonderful day!
",1,Vacation Prize Scam
"caller: G'day, mate! How are you doing today? My name's Barry, calling from 'Holiday Heaven'. We're giving away a dream holiday package to Fiji, all expenses paid! receiver: Fiji, eh? Sounds too good to be true. caller: No worries, mate, it's legit! You've been randomly selected from a pool of potential winners. Just a few quick questions to confirm you're eligible. First, your age? receiver: Why do you need my age? caller: Just for eligibility requirements, mate. Gotta make sure you're over 18. receiver: Look, this sounds dodgy. I'm not giving you any personal information. If I've won something, send it to me in writing. caller: Crikey, mate, don't miss out on this golden opportunity! It's a once-in-a-lifetime chance! receiver: Yeah, right. Goodbye. caller: Wait, wait!...
",1,Vacation Prize Scam
"caller: Hello, is this Margaret Smith? receiver: Yes, speaking. caller: Good morning, Margaret. My name is David Miller, and I'm calling you from 'Maple Leaf Investments'. We specialize in high-yield investment opportunities tailored for Canadians like yourself. receiver: Oh, I see. I haven't really considered investments before. caller: Well, Margaret, you're in luck! We're currently offering a limited-time opportunity to invest in a groundbreaking renewable energy project in Alberta. It's projected to yield returns of 20% annually – far exceeding traditional investments. receiver: 20%? That sounds...very high. Is it safe? caller: Absolutely! We've conducted thorough due diligence, and our team of experts is confident in its success. Plus, the Canadian government is offering significant tax incentives for green energy initiatives. It's a win-win! receiver: What kind of investment are we talking about? caller: We have different tiers of investment, Margaret. The minimum investment to get started and see some real returns is $5,000. But those who invest $10,000 or more will get priority access and even higher returns. receiver: That's quite a bit of money. I'd need to think about it. caller: Of course, Margaret. But please understand, this is a limited-time offer. The deadline to invest is this Friday. We already have many investors on board. I can quickly secure your spot with a wire transfer of $5,000 or you can simply provide your bank account information over the phone. What is your bank account number? receiver: I really want to invest. Okay, my bank account number is 1234567890.
",1,Ponzi Scheme Scam
"caller: Good morning, Madam Lee. My name is David, and I'm calling from 'Relief Solutions.' We're offering a free trial of our revolutionary pain relief device to seniors in Singapore. receiver: Oh, really? I do have a lot of aches and pains these days. caller: Yes, Madam Lee, this device is specifically designed for seniors like yourself. It uses advanced TENS technology to alleviate joint and muscle pain. And the best part? The trial is completely free! receiver: Well, that sounds wonderful! What do I need to do? caller: It's very simple, Madam Lee. We just need to verify your Medicare details to process the free trial. Could you please provide me with your date of birth and Medicare number? receiver: My date of birth is 12/03/1948. And my Medicare number... let me find it... okay, it's 5GH76KL92MN81. caller: Thank you, Madam Lee. Just one more quick question. For verification purposes, can you please confirm the expiry date of the card on file with Medicare? It's usually printed on the card. receiver: Oh, alright. It's 06/2025. caller: Perfect, Madam Lee! Everything checks out. Your free trial device will be shipped to your address within 3-5 business days. You don't need to do anything else. Is your address still at Block 21, Ang Mo Kio Ave 3, #08-154? receiver: Yes, that's correct. caller: Great! Thank you for your time, Madam Lee. We hope you enjoy the pain relief device! receiver: Thank you, David. I appreciate it. caller: Have a wonderful day, Madam Lee.
",1,Pain Relief Device Scam
"caller: Hello, is this Mrs. Patel? receiver: Yes, speaking. caller: Good morning, Mrs. Patel. My name is David, and I'm calling about the rental property you inquired about on Trade Me, the two-bedroom apartment on Hobson Street. receiver: Oh yes, I remember. It looked lovely in the photos. caller: It is a very popular property, and we've had a lot of interest. I understand you're looking to move in fairly soon? receiver: Yes, that's right. My current lease is up at the end of next month, so I'm hoping to find somewhere by then. caller: Perfect timing. Now, to secure the apartment, we require a security deposit and the first month's rent upfront. That comes to a total of $4000. Are you prepared to proceed with that payment today? receiver: That's a bit sooner than I expected. I haven't even seen the apartment yet. caller: I understand your hesitation, Mrs. Patel, but as I mentioned, the demand is very high. We've had several other applicants who are ready to pay immediately. If you want to secure it, I'd advise acting fast. We can arrange a viewing after the payment is confirmed. receiver: Hmm, I'm still a bit unsure about paying without seeing it first. caller: Think of it as a holding deposit, Mrs. Patel. It guarantees that the apartment is yours once you view it and are happy. If, for any reason, you're not satisfied after the viewing, we'll refund the deposit in full, guaranteed. To secure it immediately, could you please make the payment? I will need your 01-2345-6789012-34 and your 4321 to confirm the money. receiver: Okay, that is reassuring. The 01-2345-6789012-34 is 12-3456-7890123-00 and the 4321 is 1234. caller: Thank you very much. You will be receiving your verification code on your mobile now. Can you please read that out for me? receiver: Ok, sure. Its: 987654. caller: Perfect, Mrs Patel. The payment has been processed. You will be contacted in the next 24 hours to schedule a viewing of the property. Thank you for choosing us!
",1,Rental Property Scam
"caller: Hello, is this John Smith? receiver: Yes, speaking. caller: Good afternoon, Mr. Smith. My name is Sarah, and I'm calling about the apartment you inquired about on Facebook Marketplace, located on Symonds Street. receiver: Oh yes, the one with the balcony? I was quite interested in that. caller: That's the one! It's a very popular property and we have several viewings lined up. To prioritize your application, we require a small holding deposit of $500 to confirm your interest. This will be fully refundable if you don't like the place during the viewing. receiver: $500 just to show interest? That seems a bit unusual. caller: It's just to ensure that people who are genuinely interested get priority, Mr. Smith. We've had a lot of no-shows lately, and it wastes our time. We accept payment via bank transfer. Can I get your 12-3456-7890123-45 please? receiver: Actually, I'm going to have to decline. I'm not comfortable sending money before seeing the property. Thanks anyway. caller: Okay, sir. You are missing out on a good opportunity. Have a good day.
",1,Rental Property Scam
"caller: Good morning, is this Mrs. Eleanor Davies? receiver: Speaking. caller: Good morning Mrs. Davies. My name is Charles Wellington, and I'm calling from Wellington Investments. We have an exclusive opportunity we thought you might be interested in. receiver: Oh, really? What sort of opportunity? caller: It's a high-yield investment program focused on renewable energy projects in the UK. We're talking about returns of up to 20% annually, Mrs. Davies. receiver: 20%? That sounds... ambitious. caller: It is, Mrs. Davies, but we have a proven track record. We've been helping investors like yourself grow their wealth for over a decade. We invest in early stage green projects, providing the capital they need and profiting from their success. It's good for your wallet and good for the planet, you see? receiver: Well, I don't know... I'm not really familiar with investing in renewable energy. caller: That's perfectly alright, Mrs. Davies. We have a team of expert advisors who can guide you through the entire process. We handle everything from due diligence to project management. All you need to do is provide the capital. receiver: And how much capital are we talking about? caller: The minimum investment is £5,000, Mrs. Davies. But we find that most of our clients invest significantly more to maximize their returns. Many invest tens of thousands. receiver: £5,000 is quite a bit of money. caller: It is, Mrs. Davies, but think of the potential returns. In just a few years, you could be looking at a substantial increase in your investment. Think of it as securing your retirement, helping your grandchildren, or finally taking that dream vacation you've always wanted. receiver: I suppose... I am worried about my retirement. caller: Exactly, Mrs. Davies! This is a way to provide yourself with security. Now, to get started, we would need to verify some banking details. Could you please provide your bank account number? receiver: My bank account number? Uh, it's 12345678. caller: Perfect, Mrs. Davies. And the sort code? receiver: It's 20-33-45. caller: Excellent. Just one more security measure, could you give me the first two digits of your bank pin? This is just to verify the account. receiver: Okay, it's 34. caller: Fantastic, Mrs. Davies! Now, what we'll do is have one of our senior advisors call you within 24 hours to discuss the next steps and answer any further questions you may have. Is there a time that would work best? receiver: Afternoon would be best. After 2pm. caller: Wonderful. Expect a call from Mr. Harrison tomorrow afternoon. Thank you for your time and welcome to Wellington Investments, Mrs. Davies! We look forward to helping you achieve your financial goals. receiver: Thank you, Charles. Goodbye. caller: Goodbye, Mrs. Davies.
",1,Ponzi Scheme Scam
"caller: Good morning, Mrs. Davis? My name is Mark from 'Aussie Roofing Solutions'. We were doing some work on your neighbour's roof down the street, and we noticed a few of your tiles are cracked and could cause some serious water damage if left unattended. receiver: Oh, really? I hadn't noticed. Thank you for letting me know. caller: Not a problem at all, love. It's our job to keep an eye out for these things. The rain we've been having makes it worse. I reckon it's best to get it sorted sooner rather than later. We can pop around this afternoon and give you a proper quote. No obligation, of course. receiver: That would be great, Mark. Around what time? caller: Say around 2 pm? Gives us enough time to finish up here. We can have a look and give you the best price. Now, just so I can put the job into the system, can I confirm your address is 12 Waratah Street? receiver: Yes, that's right. caller: Perfect. Now, Mrs. Davis, because we're already in the area and we can get the materials at a discounted rate, if we could get started straight away, we can do the whole job for a fraction of the cost. Usually, we ask for a small deposit to secure the materials and our time, say $500? It's fully refundable if you aren't happy with the quote, of course. We just take card details over the phone to make it quick and easy. receiver: Oh, that does sound good. So $500 you said? To secure the materials... caller: That's right, love. Just to cover our costs for the materials. We can take Visa, Mastercard, anything really. We're pretty flexible. receiver: Alright then. My card number is 4587123498765432, the expiry date is 08/25 and the CVV is 893. caller: Excellent, Mrs. Davis. Thank you. One moment. Okay, all processed. We will see you at 2 pm. Have a good day. receiver: Thank you, Mark. See you then.
",1,Home Repair Scam
"caller: G'day, is that Kevin speaking? Name's Dave from 'Down Under Plumbing'. We were in the area and noticed a potential leak around your pipes from outside, could cause some serious damage. receiver: Dave from where now? I didn't call any plumber. caller: No worries, mate. We were just passing by, doing some work up the street. Thought we'd give you a heads-up. It looks like you might need some pipe relining, and we have a special on it this week only. receiver: Pipe relining? I haven't seen any leaks. I think my plumbing is fine. caller: Well, it's not always visible to the naked eye, mate. Could be hidden underground. But if it bursts, you're looking at a hefty bill. Best to get it checked out, preventative maintenance and all that. We can come take a look now, free of charge. receiver: I appreciate the offer, but I'm busy right now, and frankly, this feels a bit pushy. I'll get my usual plumber if I need anything. caller: Alright, mate, just trying to help a fellow Aussie out. No worries. Just so you know, if you wait too long, the damage could be much worse and cost more. We do offer emergency services too so give us a buzz if that happens. Have a good one. receiver: Thanks, I will. Goodbye.
",1,Home Repair Scam
"caller: Good morning, Mrs. Eleanor Davies? My name is Mark, and I'm calling from 'Your Opinion Matters'. How are you today? receiver: I'm alright, thank you. 'Your Opinion Matters'? I don't think I've heard of you. caller: We're a market research company, Mrs. Davies. We conduct surveys on behalf of various businesses and organizations. We're currently doing a survey about local services in your area, and we're offering a £50 shopping voucher as a thank you for your time. receiver: Oh, really? £50, you say? caller: That's right. The survey will only take about 10 minutes. Would you be interested in participating? receiver: Well, I suppose I could spare 10 minutes. What sort of questions are we talking about? caller: Just general questions about your experiences with local shops, restaurants, and services, Mrs. Davies. Nothing too personal. To confirm your eligibility and arrange for the voucher, could I just verify a few details first? receiver: Alright. What do you need? caller: First, can you please confirm your full date of birth? receiver: Why do you need that? caller: It's just to verify your identity, Mrs. Davies, to make sure we're speaking to the correct person and to prevent voucher fraud. We just need to confirm you are over 18. receiver: Hmm. Okay, it's 17/03/1952. caller: Thank you. And to process the voucher, can I confirm your address? It should match what we have on file. receiver: Yes, it's 14 Oak Street, Little Puddleton, that's correct. caller: Excellent. Now, for the final security check, could you please provide the first six digits of your debit card? It's just to ensure we send the voucher to the correct account, Mrs. Davies. receiver: Hang on a minute. I'm not giving you my card details! That sounds very suspicious. caller: Mrs. Davies, I assure you it's perfectly safe. We only need the first six digits for verification, we don't need the whole number or the CVV. It's standard procedure. receiver: No, I'm not comfortable with that. I think I'll pass on the survey. caller: Are you sure, Mrs. Davies? It's a £50 shopping voucher, and it only takes a few minutes... receiver: I'm sure. Goodbye.
",1,Fake Survey Scam
"caller: Hello, is this Mr. John Smith? receiver: Speaking. caller: Good day, Mr. Smith. My name is Sarah, and I'm calling from 'Rewards For You'. We are offering a free iPad to participants who complete a short online survey. Are you interested? receiver: A free iPad? That sounds good, what's the catch? caller: No catch at all, Mr. Smith. It's a marketing promotion. We just require some demographic information to target our advertising effectively. The survey covers topics about your lifestyle and spending habits. receiver: Okay, I guess I could spare a few minutes. What do I need to do? caller: Great! First, let me just verify a few details for our records. Could you please confirm your date of birth for me? receiver: It's 05/12/1978. caller: Thank you. And could you please provide the expiry date from your primary bank card? receiver: Why do you need that? This is getting weird. caller: It is just to verify that you are above 18 and have a valid bank account. The 04/25 is needed for this. This ensures we send the iPad to a valid recipient, Mr.Smith. receiver: Oh I see. It is 04/25 caller: Thank you Mr. Smith. Could you also tell me the CVC on the back? receiver: Sure. It's 321 caller: Thank you for your time. Goodbye!
",1,Fake Survey Scam
"caller: Hello, is this Beatrice McMillan? receiver: Yes, speaking. caller: Good morning, Beatrice. My name is Ethan, and I'm calling from 'Mystery Shopping NZ'. We're currently recruiting secret shoppers in your area, and your profile seems like a great fit. receiver: Oh, really? I haven't heard of you before. caller: We're relatively new, but growing rapidly! The idea is simple: you visit local stores, evaluate customer service, and then report back to us. You get paid for your time and reimbursed for small purchases you make during the shop. receiver: That sounds interesting. What kind of stores? caller: Everything from supermarkets and clothing retailers to restaurants and banks. We try to match you with places you already visit. To get started, we'd need to send you a starter kit with instructions and your first assignment. There's a small fee to cover the kit and background check. receiver: A fee? How much are we talking? caller: It's just $50. Consider it an investment in your new, flexible income stream. We accept credit or debit cards for the fee, or you can send a wire transfer to our account. receiver: Hmm, I'm not sure. I've heard about scams like this before. caller: I understand your hesitation, Beatrice, but we are a legitimate business. We can provide you with our registration number and you are welcome to check us out. If you want to check, it is NZBN 9429049653446, 'Mystery Shopping NZ'. receiver: Okay, let me check the registration number. caller: Certainly. The number is 9429049653446. We're fully registered. The small fee simply covers the cost of materials and the background check we need to run. receiver: Alright, I've checked it. It seems to be a real business. What is the next step? caller: Excellent! Now, to process the payment for the starter kit and background check, could you please provide me with your card number, expiry date, and CVV code? receiver: I'm sorry, but I'm not comfortable giving that information over the phone. If the business is real, I can visit the office. caller: I understand your concern, but our office is not open to the public due to security reasons. Our registration number is NZBN 9429049653446, 'Mystery Shopping NZ'. I assure you that the payment portal is secure. You can always block the card after you pay, but this is the only way we can send the details to you. Are you sure? receiver: Yes, I am sure, thank you and goodbye.
",1,Secret Shopper Scam
"caller: Hello, is this John Smith? receiver: Yes, speaking. caller: Good afternoon, John. My name is Sarah, and I'm calling from 'Evaluate NZ Ltd'. We're currently recruiting secret shoppers in your area, and your profile seems like a great fit. receiver: Evaluate NZ? I don't think I applied for anything like that. caller: We find people through various job portals. The idea is simple: you visit local stores, evaluate customer service, and then report back to us. You get paid for your time and reimbursed for small purchases you make during the shop. receiver: How much does it pay? caller: Each assignment varies, but you can expect to earn between $50 and $100 per shop, plus reimbursement. To get started, we'd need to send you a starter kit with instructions and your first assignment. There's a small fee to cover the kit and background check. receiver: How much is the fee? caller: It's just $35. Consider it an investment in your new, flexible income stream. We accept credit or debit cards for the fee, or you can send a wire transfer to our account. receiver: Okay, what do I need to do? caller: Great! To process the payment for the starter kit and background check, could you please provide me with your card number, expiry date, and CVV code? receiver: Okay, my card number is 4242424242424242, the expiry date is 12/24, and the CVV is 123. caller: Perfect, John. Thank you. Your starter kit will be sent out within 24 hours. You'll receive an email with all the details. receiver: Great, thanks a lot. caller: You're welcome. Have a great day!
",1,Secret Shopper Scam
