dialogue,labels,type
"caller: Good morning, is this Mrs. Bronwyn Davies? recipient: Yes, speaking. caller: Good morning Mrs. Davies, my name is David from 'Aussie Solar Solutions'. We're calling to inform you about the government's new solar panel rebate program for homeowners in your area. recipient: Oh, really? I hadn't heard about that. caller: Yes, it's a fantastic initiative designed to help homeowners reduce their energy bills and contribute to a greener Australia. You could be eligible for a substantial rebate on the installation of new solar panels. recipient: That sounds interesting. What do I need to do? caller: Well, first we need to confirm your eligibility. Could you please provide me with your date of birth for verification purposes? recipient: Sure, it's 14/07/1968. caller: Thank you, Mrs. Davies. And to process the rebate application, we also require your bank account details. This is just for the government to deposit the rebate directly into your account once approved. recipient: Oh, I'm a little hesitant to give out my bank details over the phone. caller: I understand your concern, Mrs. Davies. However, this is a secure line, and we need these details to expedite the process and ensure you receive the rebate as quickly as possible. The sooner we get this information, the sooner you can start saving money on your electricity bills. Can you please provide the 1234567890 and 8675 please? recipient: Okay, if you say so. The account number is 1234567890, and the pin is 8675. caller: Excellent, Mrs. Davies. Thank you for that information. One moment while I input it into our system... Okay, all done! We'll process your application right away, and you should receive the rebate within 7-10 business days. You'll receive a confirmation email shortly with all the details. Is your email correct on file, bronwyndavies@email.com? recipient: Yes, that's correct. caller: Perfect! Thank you for your time, Mrs. Davies. Have a wonderful day! recipient: You too, goodbye.
",1,Home & Rental Scams
"caller: Hello, this is Spark New Zealand calling. Is this Mrs. Bronwyn Davies? recipient: Yes, speaking. caller: Good morning, Mrs. Davies. We're calling to inform you that your internet service is scheduled for disconnection today due to an outstanding balance. recipient: What? That's impossible! I always pay my bill on time. caller: I understand your concern, Mrs. Davies. However, our system shows an unpaid amount of $149.99. To avoid immediate disconnection, we need to verify your payment details. recipient: But I paid it online last week! I have a confirmation number somewhere... caller: Unfortunately, Mrs. Davies, the payment hasn't been reflected in our system. It's likely there was an error during the transaction. To resolve this quickly, we can process a secure payment over the phone. recipient: Oh dear, I really can't afford to be without internet. My daughter uses it for her schoolwork. What do I need to do? caller: Okay, Mrs. Davies. To process the payment, I'll need your card details. Can you please provide the card number, expiry date, and CVV? recipient: Alright, just a moment... The card number is 4111111111111111, the expiry date is 08/24, and the CVV is 321. caller: Thank you, Mrs. Davies. Just processing that now... Could you please also confirm your date of birth for verification purposes? recipient: It's 12/02/1965. caller: Perfect. Thank you for your patience. The payment has been processed, and your service will remain active. You should receive a confirmation email shortly. recipient: Oh, thank you so much! I was so worried. caller: You're very welcome, Mrs. Davies. Is there anything else I can assist you with today? recipient: No, that's all. Thanks again. caller: Have a great day, Mrs. Davies. Goodbye. recipient: Goodbye.
",1,Impersonation Scams
"caller: Good morning, Mr. Wiremu Baker? This is an automated message from Vodafone regarding your internet service. There's an urgent matter requiring your immediate attention. recipient: Yeah, this is him. What's up? caller: Our system indicates potential fraudulent activity on your internet account. To prevent immediate suspension of your service, please press '1' to speak with a security specialist. recipient: (Presses 1) caller: Thank you for calling Vodafone security. My name is Rajeev. How can I help you today? recipient: Yeah, I got a message saying there's something wrong with my internet account. caller: Yes, Mr. Baker. We've detected unusual traffic from your IP address, suggesting unauthorized access. To secure your account, we need to verify your identity and run a quick diagnostic test. recipient: What kind of unauthorized access? Is someone hacking me? caller: It's a possibility, Mr. Baker. That's why we need to act swiftly. First, can you please confirm your account number for verification? recipient: I don't have my account number on me right now. caller: Alright, no problem. As an alternative, could you provide the last four digits of the credit card you use to pay your Vodafone bill? recipient: Hang on a second. Why do you need that? If there's something wrong with my account, shouldn't you guys know my details already? caller: Sir, this is a security protocol. We need to make sure that you are the real owner of this account before we proceed to securing your data. recipient: Hmm, something doesn't sound right here. If you're really Vodafone, you should already know who I am and have my details. I'm going to hang up and call Vodafone directly to check this. Cheers. caller: Sir? Sir, wait! Don't hang up. I am from Vodafone! recipient: (Hangs up)
",1,Impersonation Scams
"caller: Hello, good morning. My name is Raj from 'Clean Air Solutions'. We're offering a special promotion on duct cleaning services in your area. Have you had your ducts cleaned recently? recipient: No, I haven't actually. How much does it usually cost? caller: Normally, it's $300, but we're running a special promotion for new customers in Singapore. We can do it for just $80 today. It's a complete cleaning, sanitizing, and inspection to improve your air quality and save on energy bills. recipient: That sounds like a good deal. What does it involve? caller: Our technicians will thoroughly clean your entire duct system using specialized equipment to remove dust, allergens, and debris. We also sanitize the ducts to prevent mold and bacteria growth. It usually takes about 2-3 hours. recipient: Okay, and what about payment? Do I pay after the service? caller: Due to the high demand for this promotion, we require a small deposit of $40 upfront to secure your appointment. This covers the cost of materials and guarantees your slot. The remaining $40 is payable upon completion of the service. recipient: Oh, I see. How do I pay the deposit? caller: You can pay securely online through our website or over the phone with a credit or debit card. Which is easier for you? recipient: I think online is better. Can you send me a link? caller: Certainly. However, for faster service, I can process it for you right now. Just need a few details. Is that alright? recipient: Hmm... I prefer the link, thanks. caller: Alright. But due to the high volume of calls, you may not get the promotional price if you delay. Can I at least secure it for you by confirming your card type? Is it Visa or Mastercard? recipient: I don't know... I'm not sure if I'm interested anymore. caller: Okay, no worries. Just so you're aware, without securing the promotion now, it might not be available later. Think about the savings on your energy bills and the improved air quality! A lot of my clients find great value in the long run. recipient: I'll think about it. Thanks. caller: Okay, that's fine. Just be aware that these slots are filling up fast. If you change your mind, give us a call back. Have a great day!
",1,Home & Rental Scams
"caller: Good morning, Madam Lee. This is David calling from 'Clean Breeze Air Duct Services'. We're offering a special on air duct cleaning in your neighborhood. recipient: Oh, hello. I didn't request any service. caller: We're just informing residents about a discounted rate we're offering. Usually, it's $350, but for you today, it's only $99. Improves air quality and can help with allergies, especially with the haze season coming up. recipient: That sounds good. I have been having some allergy problems lately. What does it involve? caller: We use powerful vacuums and specialized brushes to remove all the dust, mites, and allergens from your air ducts. We also sanitize them to prevent mold and bacteria growth. It takes about two to three hours. recipient: Okay. So, $99 for everything? caller: Yes, Madam Lee. That includes everything. There's just a small booking deposit of $49 to secure your appointment, and then the remaining $50 is paid once the job is done to your satisfaction. recipient: Alright. How do I pay the deposit? caller: We can take a credit or debit card over the phone for the fastest service. Or, you can do it online. But doing it now guarantees your slot. recipient: Okay, I'll just do it over the phone. It's easier. What information do you need? caller: Great. Can I get the 4111111111111111, expiry date and 123, please? recipient: Okay, my card number is 4111111111111111, the expiry date is 07/25, and the CVV is 123. caller: Perfect, Madam Lee. Thank you. The deposit of $49 has been processed. We'll have a technician at your house tomorrow between 10 AM and 12 PM. Is that good for you? recipient: Yes, that's fine. Thank you. caller: You're welcome, Madam Lee. We look forward to improving your air quality! Have a pleasant day.
",1,Home & Rental Scams
"caller: Good morning, Mrs. Susan Davies. This is calling from Westpac Security Department. recipient: Oh, good morning. What's this about? caller: We've detected some unusual activity on your Westpac credit card. There were two attempted transactions from an online retailer we don't recognise. recipient: Oh dear, really? What kind of transactions? caller: One was for $450 at an electronics store and another for $980 at a clothing outlet, both online. recipient: That's definitely not me. I haven't bought anything like that recently. caller: Okay, Mrs. Davies, we've frozen your card to prevent further charges. To verify your identity and cancel these transactions, could you please confirm a few details? recipient: Alright, what do you need? caller: Firstly, can you please confirm your full card number? recipient: It's 4567890123456789. caller: Thank you. And what is the expiry date on the card? recipient: That's 08/25. caller: Perfect. Just one more security measure, can you verify the CVV code on the back of the card? recipient: Sure, it's 789. caller: Thank you Mrs. Davies. We will cancel those transactions. For your security we are issuing a new card and it will arrive in 5-7 business days. recipient: Okay, great. Thanks for your help. caller: You're welcome. Have a great day.
",1,Loan & Debt Scams
"caller: Hello, I am calling from the Commonwealth Bank fraud department. My name is David. recipient: Hello David, this is Robert Anderson. caller: We have detected some suspicious activity on your Commonwealth Bank credit card. There was a large purchase at a jewelry store in Sydney you made this morning for $5000. Was this you Robert? recipient: No, absolutely not. I live in Melbourne and haven't been to Sydney in years. caller: Okay, Robert, we need to verify your identity and secure your account immediately. Can you please read me your full card number? recipient: That sounds a bit suspicious. I am not comfortable giving that information over the phone. If you're really from the bank, you should already have my card number. caller: Sir, I understand your concern, but this is standard procedure to confirm your identity and quickly cancel the fraudulent transaction. If we don't verify it immediately, more charges could go through. recipient: I still feel uneasy. I'd rather call the bank directly to confirm this. What's your extension number? caller: Unfortunately, sir, this is a secure line, and we do not have extension numbers. However, to assist, you can call back on 1800-COMMBANK number listed on the back of your bank card. recipient: I'm still going to call the number on my card. Thank you for letting me know about this potential fraud. caller: Very well, Robert. Just be sure to call us immediately. Have a good day.
",1,Loan & Debt Scams
"caller: Hello, this is Sarah calling from 'Kiwi Rewards'. How are you doing today? recipient: I'm alright, thanks. A bit busy though. caller: No worries, this will only take a couple of minutes. We're conducting a short survey about local shopping habits, and as a thank you for your time, you'll be entered to win a $500 Prezzy card. recipient: Oh, really? I could use that. Okay, I'll answer some questions. caller: Great! First, what's your age range? Just a general category is fine. recipient: Uh, 45 to 54. caller: Perfect. And approximately how much do you spend on groceries each week? recipient: Around $200, give or take. caller: Excellent. Now, for the final question, to verify your eligibility for the Prezzy card, could you please confirm the last four digits of your bank account? recipient: Hang on, why do you need that? I thought this was just a survey. caller: It's just a security measure, to make sure the prize goes to the right person. It will only take a moment recipient: I'm not comfortable giving you that information. caller: Understood. You will be forfeiting the $500 gift card recipient: No worries, goodbye.
",1,Consumer & Retail Scams
"caller: Kia ora! This is David calling from 'Aotearoa Insights'. How are you today? recipient: Good, thanks. What's this about? caller: We're conducting a quick survey about your internet usage habits in New Zealand. It's just a few simple questions, and to show our appreciation, we're offering a free subscription to a streaming service for six months. recipient: Oh, that sounds good. I'm always looking for something new to watch. Okay, I'll participate. caller: Fantastic! First question: which internet provider do you currently use? recipient: Spark. caller: Great. And roughly how many hours per day do you spend online, on average? recipient: Probably about four or five hours. Maybe more on the weekends. caller: Perfect. Just a couple more questions. To activate your free streaming subscription, we need to verify your identity. Could you please provide your date of birth? recipient: My date of birth? Why do you need that for a streaming subscription? caller: It's just a standard verification process. We need to ensure you're a New Zealand resident and over 18. It's a legal requirement for these promotions. recipient: Oh, alright. It's 14 May 1987. caller: Thank you, and to ensure delivery of the subscription voucher, can I confirm your 021 555 8790? recipient: Yes that is correct caller: Thank you. You will receive an email with your confirmation details shortly. Have a great day!
",1,Consumer & Retail Scams
"caller: Hello, is this Mr. David Williams? recipient: Yes, speaking. caller: Good day, Mr. Williams. My name is Jonathan, and I'm calling from 'Kiwi Investments'. We're a private equity firm based right here in Auckland, and we're currently offering a select group of investors a unique opportunity to get in on the ground floor of a revolutionary new green energy project. recipient: Green energy, you say? caller: That's right, sir. We're developing a cutting-edge technology for converting waste into clean energy, backed by leading scientists at the University of Auckland. Early projections show returns of up to 30% annually. A once in a lifetime opportunity. recipient: 30%? That sounds too good to be true. caller: I understand your skepticism, Mr. Williams. But this isn't some fly-by-night operation. We have a proven track record and a solid business plan. I can send you some information packets? recipient: Okay, send me the details. caller: Excellent! I'll email them to david.williams72@gmail.com immediately. To give you an idea, other investors have already made significant deposits. Are you interested in participating? recipient: How much are we talking about? caller: The minimum investment is $10,000 NZD. But given the potential returns, many of our clients are investing significantly more. We take investments via bank transfer only. What do you think? recipient: Well, I've been looking for a good investment. I have a few thousand sitting in the bank. How does this work? Do I just transfer you the money? caller: Precisely. Once you've reviewed the documents, which I'm sending right now, you simply transfer the funds to our account. The account number is 12-3456-7890123-45. Please confirm the routing number for verification. recipient: Okay, one moment...It's 021000021. caller: Thank you. Now, what amount are you planning to invest? recipient: I think I can do 15,000 NZD. caller: Wonderful. With that amount, you will be seeing significant returns in the coming months. Just to be certain, can you please confirm your date of birth for our records? recipient: It is 14/07/1972. caller: Great. Once the transfer is complete, just give me a call back to confirm, and we'll get you set up with your investor account. Is there anything else I can do for you today, Mr. Williams? recipient: No, I think that's it. I'll look at the information and make the transfer soon. caller: Excellent. We look forward to having you on board. Have a great day!
",1,Financial Fraud & Investment Scams
"caller: Hello, is this Mrs. Eleanor Johnson? recipient: Yes, speaking. caller: Good morning, Mrs. Johnson. My name is Tom from ""Reliable Roofing Solutions"". We were doing some work in your neighborhood yesterday, and our inspector noticed some loose tiles and potential storm damage on your roof. We'd like to offer you a free inspection to assess the situation. recipient: Oh, really? I hadn't noticed anything myself. caller: Yes, ma'am. It's often hard to see from the ground. Especially after that recent windstorm. We've seen quite a few damaged roofs in the area. We can come by this afternoon, no charge, and give you a detailed report. recipient: Well, that sounds helpful. What time were you thinking? caller: How about around 2 PM? It'll only take about half an hour. We can show you exactly what we find. recipient: Okay, 2 PM works for me. caller: Great. Now, just to confirm, your address is 555-123-4567, correct? recipient: Yes, that's right. caller: Perfect. We'll see you then. Oh, one more thing, Mrs. Johnson. Just so you know, if we do find damage, we can usually start repairs right away. We often have materials on hand in our truck. recipient: That's good to know. caller: Yes, but since we are a small business, we require a small deposit to lock in your spot. We have been burned in the past, so we learned our lesson the hard way! That way we are both protected. The deposit is fully refundable if we do not perform the repairs. You can cancel at anytime! Just let me know, and I will cancel the job for you. So what do you say? Can you at least do 10%? recipient: A deposit? I'm not sure about that. I usually get several quotes before committing to anything. caller: I understand, Mrs. Johnson, but we're offering you a free inspection, and we're already in the neighborhood. This is a limited-time offer. If we have to come back later for a separate job, it might take weeks. Plus, the damage could get worse in the meantime. Think of the potential cost of water damage if it rains! recipient: Well, I suppose a small deposit wouldn't hurt. How much are we talking about? caller: It depends on the extent of the damage, of course. But let's say, for example, if the repairs are estimated to be around $2000, a deposit of $500 would secure your spot and our materials. We accept all major credit cards and debit cards. recipient: I don't usually give out my credit card information over the phone. caller: Of course, Mrs. Johnson, I understand your concern. To make you feel more comfortable, we can use a secure payment link that we send to your email. What is your email address? recipient: Okay. It's eleanor.johnson@email.com caller: Perfect. You should receive a link in the next few minutes. It will prompt you for your 1234567890123456, 12/25 and 123. recipient: Okay caller: Please don't hesitate to call back with any questions!
",1,Home & Rental Scams
"caller: Hello, is this Mrs. Johnson? recipient: Yes, speaking. caller: Good morning, Mrs. Johnson. My name is David Miller, and I'm calling from 'EcoSave Solutions'. We're a local energy company working with the government on a new initiative to promote solar panel installations with substantial rebates. Have you heard about it? recipient: I think I saw something about that on the news. Something about incentives? caller: Exactly! The government is offering significant rebates to homeowners who switch to solar energy, and we're helping people apply. Based on your location, you could be eligible for a rebate of up to 50% on the installation cost. Are you interested in learning more? recipient: Well, I've thought about solar panels before, but they always seemed too expensive. caller: That's understandable, Mrs. Johnson. But with these rebates, it becomes much more affordable. To check your eligibility, I just need a few details from you. Could you please confirm your date of birth for verification purposes? recipient: Sure, it's 05/12/1968. caller: Thank you. And your SSN? recipient: Why do you need my social security number? caller: It's required to verify your eligibility for the government rebate programs. It's a standard procedure. recipient: Okay, I guess. It's 222-33-4444. caller: Perfect. And to quickly process your application, we also need your bank account number to deposit the rebate directly into your account. Could you provide that please? recipient: My bank account number? I don't know about that... caller: It's completely secure, Mrs. Johnson. It's just for the direct deposit of your rebate. Think of it as getting free money from the government! recipient: Well, alright. It's 1234567890. caller: Great! Thank you so much, Mrs. Johnson. One last question: Can I confirm that 555-123-4567 is the best number to reach you at? We'll contact you in the next couple of business days. recipient: Yes, that's correct. caller: Excellent. We'll be in touch soon to discuss the next steps. Have a wonderful day! recipient: Okay, thank you. Goodbye.
",1,Home & Rental Scams
"caller: Hello, is this Mrs. Johnson? recipient: Yes, speaking. caller: Good morning, Mrs. Johnson. My name is Tom from AAA Roofing. We were working on a house down the street and noticed some shingles missing from your roof. It looks like you may have some wind damage. We're offering free inspections in the area today. recipient: Oh, really? I hadn't noticed anything. How much do you charge for an inspection? caller: As I said, Mrs. Johnson, the inspection is completely free. We just want to make sure everything is safe and sound. Wouldn't want any leaks or further damage. recipient: Well, alright. I suppose it wouldn't hurt to have someone take a look. When could you come by? caller: Great! I actually have a crew in the neighborhood right now. If you're available, they could swing by within the next hour. recipient: That sounds good. I'll be home. caller: Excellent. Now, just for our records, can I confirm your address and phone number? recipient: It's 123 Maple Street, and the number is 555-123-4567. caller: Perfect. Now, Mrs. Johnson, if we do find any damage, we can usually take care of it right away. We work with all insurance companies and can even help you file a claim. recipient: That's good to know. I hope it's nothing too serious. caller: We'll see. Just one more thing before the crew arrives, Mrs. Johnson. We do require a small deposit for materials upfront, just to cover our costs. It's usually around $500, depending on the potential damage. recipient: A deposit? I wasn't expecting that. I'd prefer to wait and see what the insurance company says first. caller: I understand, but if we wait for the insurance, the damage could get worse, and then you're looking at a much bigger problem. We can offer you a 10% discount if you pay the deposit today. recipient: I still don't know. I'm really not comfortable paying anything upfront without getting an estimate first. Also, my daughter told me never to pay a deposit upfront. caller: Okay, Mrs. Johnson. No problem at all. Perhaps you should consider it then. I'll remove you from the schedule. Have a great day.
",1,Home & Rental Scams
"caller: Hello, is this Mr. Davis? recipient: Yes, speaking. caller: Good afternoon, Mr. Davis. My name is John, and I'm calling from 'Reliable Home Services'. We're doing some work in your neighborhood, and we noticed your driveway has some pretty significant cracks. We're offering discounted sealing services for a limited time. recipient: Oh, I have noticed those cracks. How much would sealing it cost? caller: Well, Mr. Davis, it depends on the size of the driveway, but for a standard driveway like yours, we could do it for around $800. But since we're already in the area, we can offer you a special price of $600. recipient: That's still a bit more than I was hoping to spend. caller: I understand, sir. But leaving those cracks unattended can lead to bigger problems down the road. Water can get in, freeze, and cause even more damage. We're talking about potentially thousands of dollars in repairs if you don't address it now. Also your house may be devalued. recipient: That's true, I hadn't thought about that. caller: Exactly. And to make it even easier for you, we can start the work tomorrow. We just need a small deposit for the materials. Say, $200? recipient: Hmm, I suppose I could do $200. How would I pay that? caller: Great! We accept all major credit cards. Can I get your card number, the expiry date and the CVV? recipient: Sure, one moment. The card number is 4111111111111111, the expiry date is 11/25, and the CVV is 789. caller: Excellent. Thank you, Mr. Davis. We'll see you tomorrow morning. Have a good day! recipient: You too. Goodbye.
",1,Home & Rental Scams
"caller: Hello, is this Mrs. Aroha Williams? recipient: Yes, speaking. caller: Good morning, Mrs. Williams. My name is David from 'Kiwi Finance'. We're calling to inform you that you've been pre-approved for a personal loan of up to $10,000. recipient: Oh, really? I hadn't applied for anything like that. caller: Yes, it seems you were selected based on your excellent credit history. Would you be interested in discussing the details? recipient: Well, I suppose I could listen. What are the interest rates like? caller: The interest rate is very competitive, Mrs. Williams, currently at 6.9%. However, to finalize the loan approval, we require a small processing fee to cover administrative costs. It's fully refundable upon loan disbursement. recipient: A fee? How much are we talking? caller: It's just $250, Mrs. Williams. A minimal amount to secure a loan of $10,000. You can pay via bank transfer or credit card. Which would you prefer? recipient: Hmm, I'm not sure. I've never heard of paying a fee upfront for a loan. caller: It's standard practice, Mrs. Williams, ensures quick processing. If you delay, we may have to offer the loan to someone else. There's very high demand. recipient: Well... I still don't know. Can I think about it and call you back? caller: I understand your hesitation. However, this offer is only valid for today. If you wait, the interest rate may change. To help you decide, could you confirm your date of birth just to verify your identity? We can then proceed if you wish to. recipient: No, I am not comfortable giving that information over the phone. I really need time to think about this. Thank you. caller: Alright Mrs. Williams, you will miss out on this great opportunity. Have a good day.
",1,Loan & Debt Scams
"caller: Hello, is this Sarah Miller? recipient: Yes, speaking. caller: Hi Sarah, this is David from 'Forever Yours Photography'. We spoke last month about your wedding photography for your big day with Michael in August. recipient: Oh, yes, David! Hi! I was just looking at your website again yesterday, your work is beautiful. caller: Thank you so much, Sarah! I really appreciate that. I'm calling because there's been a slight issue with our booking system. It appears your deposit payment didn't fully process. I'm so sorry for the inconvenience, but we need to secure your date. Otherwise, I might have to offer that date to someone else as we're getting a lot of inquiries. recipient: Oh dear! I thought I had sorted that out. I definitely remember entering my card details. How much was the deposit again? caller: It was $500. Don't worry, it happens sometimes with online transactions. To get this sorted quickly, can you just confirm the card details you used? Just to make sure everything matches up. recipient: Okay, sure. I used my Visa. The 4111111111111111 and the expiry date is 12/25, and the CVV is 123. Does that sound right? caller: Perfect, Sarah, thank you. Just one moment while I re-enter this into our system... Okay, it's saying there's still an issue. Hmm... It might be a security thing with your bank. Sometimes they flag transactions if they look unusual. recipient: Oh, great. What do I do? caller: I can try processing it through a different channel on our end, but it might require you to authorize it with your bank directly. Would you mind giving me your 1234 so I can attempt the transaction, and then you will get a message on your phone to verify it. recipient: Okay, if it's secure, I don't mind. It is 1234. caller: Great, okay, so the funds should go in shortly. We are all good now. Thanks so much. recipient: Wonderful, thank you for your patience.
",1,Consumer & Retail Scams
"caller: Hello, Grandma? Itâ€™sâ€¦ itâ€™s Daniel. recipient: Daniel? Oh, Daniel, is that really you? You soundâ€¦ different. caller: Yeah, Grandma, itâ€™s me. Listen, Iâ€™m in a bit of aâ€¦ situation. I'm in Melbourne. recipient: Melbourne? What are you doing in Melbourne? Are you alright? caller: Well, not really. I was visiting a mate, andâ€¦ well, I got into a car accident. I'm okay physically, just a few scratches, but the carâ€¦ itâ€™s a mess. recipient: Oh, my goodness, Daniel! Are you hurt badly? Should I call your mother? caller: No, Grandma, please don't call Mum yet. I don't want to worry her. That's why I'm calling you first. The thing is, the police are saying I'm at fault, and I need to pay for the damages right away, or they won't let me leave. I need to get back home. recipient: Oh dear, how much money do you need, Daniel? I can help you. I have a bit saved up. caller: Thanks, Grandma, you're a lifesaver. They're saying it's going to be around $3,500 to cover everything. I feel terrible asking, but I donâ€™t know what else to do. I need to pay today. recipient: That's a lot of money, Daniel... but alright, Iâ€™ll help you. How do I get it to you? caller: Okay, Grandma, listen carefully. A friend of the guy whose car I hit is going to come by and pick up the money. His name isâ€¦ Michael. Heâ€™ll give you a code word: â€˜Sunshine.â€™ Youâ€™ll give him the money, and heâ€™ll take care of everything. recipient: Alright, Daniel, I understand. But I donâ€™t have that much cash on hand. What do I do? caller: Can you transfer it electronically? To a bank account? It will have to be today. Otherwise I could be in big trouble. I can send it to you as a text. Is that alright? recipient: Yes Daniel, anything for you my darling grandson. Please send the text through. caller: Alright Grandma. It will be sent to you now. recipient: I just got the text now. Ok the BSB is 082-057. And the account number is 123456789. And the account name is M.J.S Collections. caller: That's great Grandma. Thank you so much. He will call you when it goes through and I am able to go home. recipient: Oh Daniel, I am so glad I could help you my darling. caller: I will see you soon Grandma. I love you. recipient: I love you too Daniel. Be safe.
",1,Impersonation Scams
"caller: Hello, is this Mrs. Bronwyn Taylor? recipient: Yes, speaking. caller: Good morning, Mrs. Taylor. My name is David Miller, and I'm calling from StellarTech Solutions. We received your application for the Project Manager position, and we're very impressed with your resume. recipient: Oh, that's wonderful! I did apply a few weeks ago. I'm glad to hear you're interested. caller: Absolutely. Your experience aligns perfectly with what we're looking for. Before we proceed to the next stage, I'd like to conduct a brief preliminary interview over the phone. Do you have a few minutes? recipient: Yes, of course. I have time now. caller: Great. Now, before we get started, for security reasons, can you just verify your date of birth for our records? recipient: I'm sorry, I'm a bit hesitant to give that out over the phone. Can you confirm where you got my application from? caller: Of course, Mrs. Taylor. We received your application through Seek.co.nz, you can verify it there. We just need to ensure we're speaking with the correct Bronwyn Taylor. It's standard procedure. recipient: I understand, but I'm still not comfortable giving my date of birth out without knowing more about this process. Can we proceed with the interview first? caller: I understand your concern, but unfortunately, it's company policy. We need to verify your identity before we can proceed with any further discussion about the position. Perhaps we can reschedule the call for another time when you feel more comfortable providing this information. Is that something you would prefer, Mrs. Taylor? recipient: Yes please, let me call you back through the main switch board. caller: I will provide you the contact details of the HR manager then. recipient: Thank you.
",1,Employment & Business Opportunity Scams
"caller: Good morning, is this Mr. James McGregor? recipient: Speaking. Who's calling? caller: Mr. McGregor, my name is Sarah Thompson, and I'm a recruiter with TechForward Solutions. We received your application for the Senior Developer role, and your qualifications are quite impressive. recipient: Oh, great! I was hoping to hear back. Thanks for calling. caller: Certainly. To proceed, I need to verify your identity. Could you please provide your date of birth and your PHONE NUMBER for confirmation? recipient: Sure, my date of birth is DATE OF BIRTH and my PHONE NUMBER is PHONE NUMBER. caller: Thank you, Mr. McGregor. Now, due to the high volume of applications, we're using a secure online platform for the initial interview. I'll need to create an account for you. For security purposes, could you also give me the last four digits of your SSN and BANK ACCOUNT NUMBER? recipient: Um, I'm a little uncomfortable giving out my SSN and BANK ACCOUNT NUMBER over the phone. Is that really necessary? caller: I understand your concern, Mr. McGregor. However, it's part of our security protocol to prevent fraud. We need to verify your identity to ensure you're the legitimate applicant. The platform is fully encrypted, and your data is safe with us. This is only to verify you for employment reasons. recipient: Okay, if you say so... the last four digits of my SSN are SSN and my BANK ACCOUNT NUMBER is BANK ACCOUNT NUMBER. caller: Excellent, thank you Mr. McGregor. Let's proceed.
caller: Good morning, is this Mr. James McGregor? recipient: Speaking. Who's calling? caller: Mr. McGregor, my name is Sarah Thompson, and I'm a recruiter with TechForward Solutions. We received your application for the Senior Developer role, and your qualifications are quite impressive. recipient: Oh, great! I was hoping to hear back. Thanks for calling. caller: Certainly. To proceed, I need to verify your identity. Could you please provide your date of birth and your 555-345-9876 for confirmation? recipient: Sure, my date of birth is 03/15/1978 and my 555-345-9876 is 555-345-9876. caller: Thank you, Mr. McGregor. Now, due to the high volume of applications, we're using a secure online platform for the initial interview. I'll need to create an account for you. For security purposes, could you also give me the last four digits of your SSN and routing number? recipient: Um, I'm a little uncomfortable giving out my SSN and routing number over the phone. Is that really necessary? caller: I understand your concern, Mr. McGregor. However, it's part of our security protocol to prevent fraud. We need to verify your identity to ensure you're the legitimate applicant. The platform is fully encrypted, and your data is safe with us. This is only to verify you for employment reasons. recipient: Okay, if you say so... the last four digits of my SSN are 4321 and my routing number is 123456789. caller: Excellent, thank you Mr. McGregor. Let's proceed.
",1,Employment & Business Opportunity Scams
"caller: Hello, am I speaking with Ms. Aaliyah Sharma? recipient: Yes, this is she. caller: Good afternoon, Ms. Sharma. My name is Michael Davies, and I'm calling from GlobalTech Industries. We came across your profile on LinkedIn, and we're very interested in your skills and experience for a remote data entry position we have available. recipient: Oh, that's great! I have been looking for a remote opportunity. caller: Wonderful! The role offers excellent pay and flexible hours. Now, before we move forward, we need to confirm your identity. Could you please provide your date of birth? recipient: Sure, my date of birth is 07/16/1992. caller: Thank you, Ms. Sharma. To proceed, we also require your bank account details for direct deposit, as we pay our employees weekly. Can you provide your account number and pin? recipient: I'm a little hesitant to give that out over the phone. Isn't there another way to do this? caller: I understand your concern, Ms. Sharma, but this is standard procedure for our company. It's a secure system, and your information will be encrypted. Plus, there are so many people employed, it is much safer to do it this way. We are also running payroll shortly. recipient: Alright... my bank account number is 4587239658 and my bank pin is 1234. caller: Perfect, Ms. Sharma. Just one more thing. For security purposes, can you also provide the CVV number on your debit card? recipient: Okay, sure, it is 789. caller: Thank you, Ms Sharma! That will be all for now.
",1,Employment & Business Opportunity Scams
